,name,year,sellingprice,kmdriven,fuel,sellertype,transmission,owner,kmdriven_sc,year_sc,sellingprice_sc
2498,Chevrolet Beat Diesel LS,2012,120000,110000,Diesel,Individual,Manual,First Owner,0.9387953815901798,-0.2587948015036446,-0.6640262949370918
2499,BMW 7 Series 730Ld,2011,1700000,100000,Diesel,Individual,Automatic,Second Owner,0.7243813012988068,-0.49605070317786,2.0672596977659725
2500,Chevrolet Optra Magnum 2.0 LT,2012,300000,25000,Diesel,Individual,Manual,First Owner,-0.8837243008864907,-0.2587948015036446,-0.3528671312114262
2501,Chevrolet Optra Magnum 2.0 LT,2012,300000,25000,Diesel,Individual,Manual,First Owner,-0.8837243008864907,-0.2587948015036446,-0.3528671312114262
2502,Maruti A-Star Lxi,2009,145000,25000,Petrol,Individual,Manual,First Owner,-0.8837243008864907,-0.9705625065262908,-0.6208097444196382
2503,Ford Endeavour 3.2 Titanium AT 4X4,2019,3200000,20000,Diesel,Individual,Automatic,First Owner,-0.9909313410321772,1.401996510215863,4.660252728813186
2504,Chevrolet Spark 1.0 LT,2013,240000,10000,Petrol,Individual,Manual,First Owner,-1.2053454213235502,-0.0215388998294292,-0.4565868524533147
2505,Honda WR-V i-DTEC VX,2018,700000,30000,Diesel,Individual,Manual,First Owner,-0.7765172607408042,1.1647406085416476,0.3385976770678306
2506,Hyundai Accent GLX,2010,145000,110000,Petrol,Individual,Manual,Second Owner,0.9387953815901798,-0.7333066048520753,-0.6208097444196382
2507,Maruti Ertiga VDI Limited Edition,2014,535000,80000,Diesel,Individual,Manual,Second Owner,0.2955531407160608,0.2157170018447861,0.0533684436526372
2508,Mahindra KUV 100 mFALCON G80 K2 Plus,2016,420000,21000,Petrol,Individual,Manual,First Owner,-0.96948993300304,0.6902288051932168,-0.1454276887276491
2509,Maruti Alto K10 VXI,2016,350000,20000,Petrol,Individual,Manual,First Owner,-0.9909313410321772,0.6902288051932168,-0.266434030176519
2510,Maruti Swift VDI BSIV,2015,550000,32000,Diesel,Individual,Manual,First Owner,-0.7336344446825296,0.4529729035190014,0.0792983739631093
2511,Mitsubishi Montero 3.2 MT,2007,750000,180000,Diesel,Individual,Manual,First Owner,2.439693943629791,-1.4450743098747214,0.4250307781027377
2512,Tata Indica Vista Aqua 1.3 Quadrajet ABS BSIV,2012,198000,70000,Diesel,Individual,Manual,Second Owner,0.0811390604246878,-0.2587948015036446,-0.5291906573226367
2513,Hyundai i20 Magna Optional 1.4 CRDi,2013,420000,50000,Diesel,Individual,Manual,First Owner,-0.3476891001580582,-0.0215388998294292,-0.1454276887276491
2514,Hyundai i20 Magna Optional 1.4 CRDi,2013,420000,50000,Diesel,Individual,Manual,First Owner,-0.3476891001580582,-0.0215388998294292,-0.1454276887276491
2515,Ford Endeavour 4x2 XLT,2004,195000,120000,Diesel,Individual,Manual,First Owner,1.153209461881553,-2.1568420148973675,-0.5343766433847311
2516,Hyundai EON Sportz,2012,150000,55766,Petrol,Individual,Manual,Second Owner,-0.2240579414620525,-0.2587948015036446,-0.6121664343161475
2517,Nissan Micra XL,2011,275000,40000,Petrol,Individual,Manual,Second Owner,-0.5621031804494312,-0.49605070317786,-0.3960836817288797
2518,Maruti 800 Std,2001,65000,60000,Petrol,Individual,Manual,Third Owner,-0.1332750198666852,-2.8686097199200136,-0.7591027060754896
2519,Maruti Swift LXi BSIV,2008,200000,50000,Petrol,Individual,Manual,First Owner,-0.3476891001580582,-1.207818408200506,-0.5257333332812404
2520,Maruti Swift Dzire VDi,2010,250000,110000,Diesel,Individual,Manual,Second Owner,0.9387953815901798,-0.7333066048520753,-0.4393002322463333
2521,Renault Duster 85PS Diesel RxL,2013,450000,1000,Diesel,Dealer,Manual,Second Owner,-1.398318093585786,-0.0215388998294292,-0.0935678281067048
2522,Maruti Ignis 1.3 Delta,2018,590000,26350,Diesel,Dealer,Manual,First Owner,-0.8547784000471553,1.1647406085416476,0.148444854791035
2523,Maruti SX4 Vxi BSIV,2012,225000,110000,Petrol,Individual,Manual,Second Owner,0.9387953815901798,-0.2587948015036446,-0.4825167827637868
2524,Tata Indigo CS LX (TDI) BS-III,2015,225000,68745,Diesel,Dealer,Manual,First Owner,0.0542300933481205,0.4529729035190014,-0.4825167827637868
2525,Maruti Alto 800 LXI,2006,165000,132000,Petrol,Individual,Manual,First Owner,1.4105063582312003,-1.682330211548937,-0.5862365040056754
2526,Mahindra Bolero Power Plus SLX,2019,860000,35000,Diesel,Individual,Manual,First Owner,-0.6693102205951177,1.401996510215863,0.6151836003795333
2527,Mahindra XUV500 W6 2WD,2016,900000,47000,Diesel,Individual,Manual,First Owner,-0.4120133242454701,0.6902288051932168,0.6843300812074591
2528,Tata Indigo TDI,2013,182000,100000,Diesel,Individual,Manual,First Owner,0.7243813012988068,-0.0215388998294292,-0.556849249653807
2529,Tata Indica Vista Terra 1.4 TDI,2010,100000,80000,Diesel,Individual,Manual,First Owner,0.2955531407160608,-0.7333066048520753,-0.6985995353510546
2530,Hyundai Santro Xing XL eRLX Euro III,2006,100000,40000,Petrol,Individual,Manual,Second Owner,-0.5621031804494312,-1.682330211548937,-0.6985995353510546
2531,Maruti Alto K10 VXI AGS,2017,375000,27289,Petrol,Dealer,Automatic,First Owner,-0.8346449179077955,0.927484706867432,-0.2232174796590655
2532,Tata Tiago XZA AMT,2018,525000,10980,Petrol,Dealer,Automatic,First Owner,-1.1843328414549956,1.1647406085416476,0.0360818234456557
2533,Hyundai EON Era Plus,2016,320000,24662,Petrol,Dealer,Manual,First Owner,-0.8909714968003392,0.6902288051932168,-0.3182938907974633
2534,Maruti Swift Dzire VDI,2013,525000,37000,Diesel,Dealer,Manual,First Owner,-0.6264274045368431,-0.0215388998294292,0.0360818234456557
2535,Nissan Evalia XV,2014,650000,28245,Diesel,Dealer,Manual,First Owner,-0.8141469318319402,0.2157170018447861,0.2521645760329235
2536,Hyundai Grand i10 1.2 CRDi Sportz Option,2017,575000,27005,Diesel,Dealer,Manual,First Owner,-0.8407342777880704,0.927484706867432,0.1225149244805628
2537,Hyundai i10 Magna,2014,355000,39227,Petrol,Dealer,Manual,First Owner,-0.5786773888559543,0.2157170018447861,-0.2577907200730284
2538,Mahindra KUV 100 D75 K4 Plus 5Str,2016,470000,31367,Diesel,Dealer,Manual,First Owner,-0.7472068559649735,0.6902288051932168,-0.058994587692742
2539,Maruti Wagon R LXI,2008,221000,35008,Petrol,Dealer,Manual,First Owner,-0.6691386893308846,-1.207818408200506,-0.4894314308465794
2540,Hyundai Santro Xing GLS,2009,195000,27005,Petrol,Dealer,Manual,First Owner,-0.8407342777880704,-0.9705625065262908,-0.5343766433847311
2541,Maruti Zen VX,2001,85000,86000,Petrol,Individual,Manual,Second Owner,0.4242015888908846,-2.8686097199200136,-0.7245294656615268
2542,Maruti Swift VDI,2013,400000,50000,Diesel,Individual,Manual,First Owner,-0.3476891001580582,-0.0215388998294292,-0.1800009291416119
2543,Maruti Baleno Delta 1.3,2017,650000,20000,Diesel,Individual,Manual,First Owner,-0.9909313410321772,0.927484706867432,0.2521645760329235
2544,Hyundai i10 Magna 1.2,2010,400000,50000,Petrol,Individual,Manual,First Owner,-0.3476891001580582,-0.7333066048520753,-0.1800009291416119
2545,Tata Manza Aura (ABS) Quadrajet BS IV,2012,295000,80000,Diesel,Individual,Manual,Second Owner,0.2955531407160608,-0.2587948015036446,-0.3615104413149169
2546,Maruti Omni LPG STD BSIV,2006,60000,135000,LPG,Individual,Manual,Fourth & Above Owner,1.4748305823186123,-1.682330211548937,-0.7677460161789803
2547,Maruti Zen D PS,2003,110000,120000,Diesel,Individual,Manual,Third Owner,1.153209461881553,-2.394097916571583,-0.6813129151440732
2548,Fiat Linea 1.3 Multijet Emotion,2015,550000,113600,Diesel,Individual,Manual,First Owner,1.015984450495074,0.4529729035190014,0.0792983739631093
2549,Hyundai Santro Xing GLS,2008,190000,70000,Petrol,Individual,Manual,Third Owner,0.0811390604246878,-1.207818408200506,-0.5430199534882219
2550,Ford Aspire Titanium Plus Diesel BSIV,2018,861999,20000,Diesel,Dealer,Manual,First Owner,-0.9909313410321772,1.1647406085416476,0.6186391957589089
2551,Ford Aspire Titanium Plus BSIV,2018,782000,14000,Petrol,Dealer,Manual,First Owner,-1.119579789207001,1.1647406085416476,0.4803479627650783
2552,Ford Freestyle Titanium Plus Diesel BSIV,2018,836000,26000,Diesel,Dealer,Manual,First Owner,-0.8622828928573534,1.1647406085416476,0.5736957118827779
2553,Honda City i VTEC V,2016,696000,138925,Petrol,Dealer,Manual,First Owner,1.5589881088329762,0.6902288051932168,0.3316830289850381
2554,Honda Jazz 1.5 VX i DTEC,2016,596000,121764,Diesel,Dealer,Manual,First Owner,1.191032105644951,0.6902288051932168,0.1588168269152238
2555,Honda Jazz 1.2 VX i VTEC,2016,612000,105429,Petrol,Dealer,Manual,First Owner,0.8407867054889933,0.6902288051932168,0.1864754192463941
2556,Maruti Alto 800 LXI,2015,114999,35000,Petrol,Individual,Manual,First Owner,-0.6693102205951177,0.4529729035190014,-0.6726713337026031
2557,Tata Bolt Quadrajet XE,2017,340000,60000,Diesel,Individual,Manual,First Owner,-0.1332750198666852,0.927484706867432,-0.2837206503835005
2558,Maruti Swift ZXI Plus,2020,550000,5000,Petrol,Individual,Manual,First Owner,-1.3125524614692368,1.6392524118900782,0.0792983739631093
2559,Chevrolet Aveo U-VA 1.2 LT,2008,114999,70000,Petrol,Individual,Manual,Third Owner,0.0811390604246878,-1.207818408200506,-0.6726713337026031
2560,Maruti Wagon R VXI,2000,105000,80000,Petrol,Individual,Manual,First Owner,0.2955531407160608,-3.105865621594229,-0.6899562252475638
2561,Maruti Vitara Brezza ZDi,2019,890000,20000,Diesel,Individual,Manual,First Owner,-0.9909313410321772,1.401996510215863,0.6670434610004776
2562,Tata Nexon 1.2 Revotron XZ Plus,2019,715000,8000,Petrol,Individual,Manual,First Owner,-1.2482282373818248,1.401996510215863,0.3645276073783027
2563,Hyundai i20 Asta (o),2014,525000,54000,Petrol,Dealer,Manual,Second Owner,-0.261923468041509,0.2157170018447861,0.0360818234456557
2564,Volkswagen Jetta 2.0L TDI Highline AT,2012,735000,55300,Diesel,Dealer,Automatic,First Owner,-0.2340496376036305,-0.2587948015036446,0.3991008477922656
2565,Honda Amaze S i-VTEC,2016,495000,11958,Petrol,Dealer,Manual,First Owner,-1.1633631444024994,0.6902288051932168,-0.0157780371752884
2566,Hyundai Creta 1.6 SX Option,2017,1025000,9000,Petrol,Dealer,Manual,First Owner,-1.2267868293526876,0.927484706867432,0.9004128337947268
2567,Mahindra XUV500 W8 2WD,2015,750000,70000,Diesel,Individual,Manual,First Owner,0.0811390604246878,0.4529729035190014,0.4250307781027377
2568,Renault Duster 85PS Diesel RxL Optional,2013,600000,120000,Diesel,Individual,Manual,First Owner,1.153209461881553,-0.0215388998294292,0.1657314749980164
2569,Hyundai i20 Asta 1.2,2014,475000,23122,Petrol,Dealer,Manual,Second Owner,-0.9239912651652106,0.2157170018447861,-0.0503512775892513
2570,Hyundai Santro Xing XO,2007,80000,58000,Petrol,Dealer,Manual,Second Owner,-0.1761578359249598,-1.4450743098747214,-0.7331727757650174
2571,Mahindra Bolero 2011-2019 SLE,2013,325000,62200,Diesel,Dealer,Manual,First Owner,-0.0861039222025831,-0.0215388998294292,-0.3096505806939726
2572,Audi A6 2.0 TDI Premium Plus,2014,1470000,34000,Diesel,Dealer,Automatic,Second Owner,-0.690751628624255,0.2157170018447861,1.6696674330054
2573,Fiat Avventura MULTIJET Emotion,2015,350000,53000,Diesel,Individual,Manual,Second Owner,-0.2833648760706463,0.4529729035190014,-0.266434030176519
2574,Audi A8 4.2 TDI,2013,2800000,49000,Diesel,Dealer,Automatic,First Owner,-0.3691305081871955,-0.0215388998294292,3.96878792053393
2575,Datsun RediGO 1.0 S,2017,210000,15000,Petrol,Dealer,Manual,Second Owner,-1.0981383811778638,0.927484706867432,-0.5084467130742589
2576,Chevrolet Cruze LT,2012,349000,44500,Diesel,Dealer,Manual,Second Owner,-0.4656168443183133,-0.2587948015036446,-0.2681626921972172
2577,Volkswagen Jetta 1.4 TSI Comfortline,2013,450000,50000,Petrol,Individual,Manual,First Owner,-0.3476891001580582,-0.0215388998294292,-0.0935678281067048
2578,Audi A4 2.0 TDI 177 Bhp Premium Plus,2013,1150000,53000,Diesel,Dealer,Automatic,First Owner,-0.2833648760706463,-0.0215388998294292,1.1164955863819943
2579,Honda Civic 1.8 V AT,2009,210000,63500,Petrol,Dealer,Automatic,First Owner,-0.0582300917647046,-0.9705625065262908,-0.5084467130742589
2580,Mercedes-Benz E-Class Exclusive E 200 BSIV,2018,4500000,9800,Petrol,Dealer,Automatic,First Owner,-1.2096337029293778,1.1647406085416476,6.907513355720771
2581,Volkswagen Polo GTI,2017,825000,13599,Petrol,Dealer,Automatic,First Owner,-1.128177793826685,0.927484706867432,0.5546804296550985
2582,BMW X1 sDrive 20d xLine,2017,2750000,13000,Diesel,Individual,Automatic,First Owner,-1.1410211972361384,0.927484706867432,3.8823548194990223
2583,Chevrolet Beat Diesel,2012,160000,110000,Diesel,Individual,Manual,First Owner,0.9387953815901798,-0.2587948015036446,-0.594879814109166
2584,Mahindra Scorpio SLE BSIV,2014,550000,100000,Diesel,Individual,Manual,Second Owner,0.7243813012988068,0.2157170018447861,0.0792983739631093
2585,Maruti Swift 1.3 VXI ABS,2006,95000,110000,Petrol,Individual,Manual,Third Owner,0.9387953815901798,-1.682330211548937,-0.7072428454545453
2586,Toyota Innova 2.5 G (Diesel) 7 Seater,2014,725000,90000,Diesel,Individual,Manual,Second Owner,0.5099672210074339,0.2157170018447861,0.3818142275852842
2587,Tata Tigor 1.2 Revotron XZ Option,2019,670000,17000,Petrol,Individual,Manual,First Owner,-1.0552555651195892,1.401996510215863,0.2867378164468864
2588,Maruti Alto LX,2008,65000,140000,Petrol,Individual,Manual,First Owner,1.582037622464299,-1.207818408200506,-0.7591027060754896
2589,Mahindra Xylo D4,2015,500000,50000,Diesel,Individual,Manual,Second Owner,-0.3476891001580582,0.4529729035190014,-0.0071347270717977
2590,Mahindra KUV 100 mFALCON G80 K8 5str,2017,600000,53000,Petrol,Individual,Manual,First Owner,-0.2833648760706463,0.927484706867432,0.1657314749980164
2591,Maruti Wagon R VXI Optional,2017,350000,70000,Petrol,Individual,Manual,Second Owner,0.0811390604246878,0.927484706867432,-0.266434030176519
2592,Chevrolet Beat Diesel LT,2012,200000,70000,Diesel,Individual,Manual,Second Owner,0.0811390604246878,-0.2587948015036446,-0.5257333332812404
2593,Hyundai Getz 1.5 CRDi GVS,2008,110000,154000,Diesel,Individual,Manual,Third Owner,1.882217334872221,-1.207818408200506,-0.6813129151440732
2594,Hyundai EON Sportz,2012,150000,80000,Petrol,Individual,Manual,First Owner,0.2955531407160608,-0.2587948015036446,-0.6121664343161475
2595,Maruti Zen D PS,2003,75000,110000,Diesel,Individual,Manual,Second Owner,0.9387953815901798,-2.394097916571583,-0.7418160858685081
2596,Honda Amaze EX i-Dtech,2013,350000,90000,Diesel,Individual,Manual,Second Owner,0.5099672210074339,-0.0215388998294292,-0.266434030176519
2597,Toyota Innova Crysta 2.4 VX MT 8S BSIV,2018,1700000,15000,Diesel,Individual,Manual,First Owner,-1.0981383811778638,1.1647406085416476,2.0672596977659725
2598,BMW X1 sDrive20d,2011,890000,86000,Diesel,Individual,Automatic,Second Owner,0.4242015888908846,-0.49605070317786,0.6670434610004776
2599,Mahindra Scorpio M2DI,2014,500000,120000,Diesel,Individual,Manual,First Owner,1.153209461881553,0.2157170018447861,-0.0071347270717977
2600,Hyundai Elite i20 Sportz Plus Dual Tone BSIV,2019,600000,5200,Petrol,Individual,Manual,First Owner,-1.3082641798634094,1.401996510215863,0.1657314749980164
2601,Chevrolet Beat LS,2010,99000,60000,Petrol,Individual,Manual,Second Owner,-0.1332750198666852,-0.7333066048520753,-0.7003281973717528
2602,Hyundai i10 Era 1.1 iTech SE,2011,235000,46000,Petrol,Individual,Manual,First Owner,-0.4334547322746074,-0.49605070317786,-0.4652301625568054
2603,Tata Indigo GLX,2006,75000,40000,Petrol,Individual,Manual,Second Owner,-0.5621031804494312,-1.682330211548937,-0.7418160858685081
2604,Honda City i DTEC VX,2014,600000,90000,Diesel,Individual,Manual,Second Owner,0.5099672210074339,0.2157170018447861,0.1657314749980164
2605,Hyundai Verna CRDi 1.6 SX,2019,1000000,25000,Diesel,Individual,Manual,Second Owner,-0.8837243008864907,1.401996510215863,0.8571962832772733
2606,Hyundai Verna 1.6 SX,2012,390000,90000,Diesel,Individual,Manual,First Owner,0.5099672210074339,-0.2587948015036446,-0.1972875493485934
2607,Volkswagen Polo 1.5 TDI Highline,2015,600000,70000,Diesel,Individual,Manual,First Owner,0.0811390604246878,0.4529729035190014,0.1657314749980164
2608,Hyundai i20 1.2 Spotz,2017,600000,70000,Petrol,Individual,Manual,Second Owner,0.0811390604246878,0.927484706867432,0.1657314749980164
2609,Hyundai Elite i20 Magna Plus Diesel,2019,730000,35000,Diesel,Individual,Manual,Second Owner,-0.6693102205951177,1.401996510215863,0.3904575376887749
2610,Hyundai Grand i10 1.2 Kappa Magna AT,2017,450000,12700,Petrol,Individual,Automatic,First Owner,-1.1474536196448797,0.927484706867432,-0.0935678281067048
2611,Maruti Ritz LDi,2011,250000,80000,Diesel,Individual,Manual,First Owner,0.2955531407160608,-0.49605070317786,-0.4393002322463333
2612,Mahindra XUV500 W10 2WD,2018,1400000,20000,Diesel,Individual,Manual,First Owner,-0.9909313410321772,1.1647406085416476,1.54866109155653
2613,Renault KWID 1.0 RXT Optional,2018,300000,20000,Petrol,Individual,Manual,First Owner,-0.9909313410321772,1.1647406085416476,-0.3528671312114262
2614,Ford EcoSport 1.5 Petrol Titanium BSIV,2017,800000,19000,Petrol,Individual,Manual,First Owner,-1.0123727490613146,0.927484706867432,0.5114638791376448
2615,Fiat Grande Punto Active (Diesel),2009,125000,95000,Diesel,Individual,Manual,Second Owner,0.6171742611531204,-0.9705625065262908,-0.655382984833601
2616,BMW X1 sDrive 20d xLine,2019,2600000,9500,Diesel,Individual,Automatic,First Owner,-1.2160661253381189,1.401996510215863,3.623055516394301
2617,Skoda Fabia 1.2 MPI Ambition Plus,2012,300000,50000,Petrol,Individual,Manual,First Owner,-0.3476891001580582,-0.2587948015036446,-0.3528671312114262
2618,Volkswagen Polo Diesel Trendline 1.2L,2012,295000,90000,Diesel,Individual,Manual,First Owner,0.5099672210074339,-0.2587948015036446,-0.3615104413149169
2619,Ford Ecosport 1.0 Ecoboost Platinum Edition BSIV,2013,650000,45839,Petrol,Dealer,Manual,First Owner,-0.4369067989672985,-0.0215388998294292,0.2521645760329235
2620,Chevrolet Aveo 1.4 LS,2010,200000,74510,Petrol,Dealer,Manual,First Owner,0.177839810636097,-0.7333066048520753,-0.5257333332812404
2621,Chevrolet Aveo U-VA 1.2 LS,2009,130000,87293,Petrol,Dealer,Manual,First Owner,0.4519253294725592,-0.9705625065262908,-0.6467396747301103
2622,Ford Figo Diesel EXI,2012,250000,156040,Diesel,Dealer,Manual,First Owner,1.9259578072516608,-0.2587948015036446,-0.4393002322463333
2623,Ford Endeavour 2.5L 4X2 MT,2004,400000,93415,Diesel,Dealer,Manual,First Owner,0.5831896294269378,-2.1568420148973675,-0.1800009291416119
2624,Ford Aspire Titanium BSIV,2017,430000,101159,Petrol,Dealer,Manual,First Owner,0.749231893204577,0.927484706867432,-0.1281410685206677
2625,Hyundai EON 1.0 Kappa Magna Plus,2015,170000,80000,Petrol,Individual,Manual,Second Owner,0.2955531407160608,0.4529729035190014,-0.5775931939021847
2626,Tata Tiago 2019-2020 XZ,2019,450000,12000,Petrol,Individual,Manual,First Owner,-1.1624626052652756,1.401996510215863,-0.0935678281067048
2627,Maruti Swift ZXI,2013,350000,90000,Petrol,Individual,Manual,First Owner,0.5099672210074339,-0.0215388998294292,-0.266434030176519
2628,Chevrolet Spark 1.0 LT,2011,130000,68519,Petrol,Dealer,Manual,First Owner,0.0493843351335354,-0.49605070317786,-0.6467396747301103
2629,Chevrolet Beat Diesel LS,2012,180000,55130,Diesel,Dealer,Manual,First Owner,-0.2376946769685838,-0.2587948015036446,-0.5603065736952032
2630,Ford Ecosport 1.0 Ecoboost Titanium Optional,2014,475000,65239,Petrol,Dealer,Manual,First Owner,-0.0209434832020348,0.2157170018447861,-0.0503512775892513
2631,Volkswagen Polo 1.2 MPI Comfortline,2015,470000,58182,Petrol,Dealer,Manual,First Owner,-0.1722554996636568,0.4529729035190014,-0.058994587692742
2632,Ford Fiesta Diesel Trend,2012,200000,91245,Diesel,Dealer,Manual,First Owner,0.5366617740037097,-0.2587948015036446,-0.5257333332812404
2633,Mahindra XUV500 W8 2WD,2013,650000,102989,Diesel,Dealer,Manual,First Owner,0.7884696698978982,-0.0215388998294292,0.2521645760329235
2634,Honda City 1.5 E MT,2010,400000,50000,Petrol,Individual,Manual,First Owner,-0.3476891001580582,-0.7333066048520753,-0.1800009291416119
2635,Maruti Zen VXI,2000,100000,120000,Petrol,Individual,Manual,First Owner,1.153209461881553,-3.105865621594229,-0.6985995353510546
2636,Maruti Swift Dzire VDI,2014,409999,90000,Diesel,Individual,Manual,First Owner,0.5099672210074339,0.2157170018447861,-0.1627160375966512
2637,Maruti Swift VDI BSIV,2018,640000,25000,Diesel,Individual,Manual,First Owner,-0.8837243008864907,1.1647406085416476,0.2348779558259421
2638,Maruti Wagon R LXI Minor,2007,160000,80000,Petrol,Individual,Manual,Second Owner,0.2955531407160608,-1.4450743098747214,-0.594879814109166
2639,Tata Indigo TDI,2013,182000,100000,Diesel,Individual,Manual,First Owner,0.7243813012988068,-0.0215388998294292,-0.556849249653807
2640,Maruti Baleno Zeta 1.3,2018,750000,70000,Diesel,Individual,Manual,First Owner,0.0811390604246878,1.1647406085416476,0.4250307781027377
2641,Mahindra Jeep MM 550 XDB,2002,150000,50000,Diesel,Individual,Manual,Third Owner,-0.3476891001580582,-2.631353818245798,-0.6121664343161475
2642,Maruti Alto STD,2008,80000,100000,Petrol,Individual,Manual,Second Owner,0.7243813012988068,-1.207818408200506,-0.7331727757650174
2643,Maruti Celerio VDi,2016,240000,90000,Diesel,Individual,Manual,Third Owner,0.5099672210074339,0.6902288051932168,-0.4565868524533147
2644,Maruti Esteem Lxi,2005,60000,60000,Petrol,Individual,Manual,Third Owner,-0.1332750198666852,-1.919586113223152,-0.7677460161789803
2645,Maruti Alto LX,2007,70000,120000,Petrol,Individual,Manual,Third Owner,1.153209461881553,-1.4450743098747214,-0.7504593959719988
2646,Volkswagen Jetta 1.9 Highline TDI,2008,285000,90000,Diesel,Individual,Automatic,Second Owner,0.5099672210074339,-1.207818408200506,-0.3787970615218983
2647,Maruti Swift VDI BSIV,2015,350000,60000,Diesel,Individual,Manual,Second Owner,-0.1332750198666852,0.4529729035190014,-0.266434030176519
2648,Hyundai i20 Active 1.4 SX with AVN,2015,699000,30000,Diesel,Individual,Manual,Second Owner,-0.7765172607408042,0.4529729035190014,0.3368690150471325
2649,Ford Figo Diesel ZXI,2011,275000,108000,Diesel,Individual,Manual,Second Owner,0.8959125655319052,-0.49605070317786,-0.3960836817288797
2650,Hyundai i20 1.4 CRDi Magna,2012,350000,160000,Diesel,Individual,Manual,Second Owner,2.010865783047045,-0.2587948015036446,-0.266434030176519
2651,Maruti Alto LXi BSIII,2006,135000,90000,Petrol,Individual,Manual,Third Owner,0.5099672210074339,-1.682330211548937,-0.6380963646266197
2652,Mahindra Xylo E4 8S,2010,325000,120000,Diesel,Individual,Manual,Third Owner,1.153209461881553,-0.7333066048520753,-0.3096505806939726
2653,Mahindra XUV500 W8 2WD,2012,650000,102000,Diesel,Individual,Manual,Second Owner,0.7672641173570814,-0.2587948015036446,0.2521645760329235
2654,Mahindra Bolero SLE,2009,300000,178000,Diesel,Individual,Manual,Second Owner,2.3968111275715165,-0.9705625065262908,-0.3528671312114262
2655,Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,1200000,200000,Diesel,Individual,Manual,Second Owner,2.8685221042125373,0.2157170018447861,1.2029286874169016
2656,Ford Fiesta Petrol Trend,2012,450000,60000,Petrol,Dealer,Manual,First Owner,-0.1332750198666852,-0.2587948015036446,-0.0935678281067048
2657,Tata Tiago 1.2 Revotron XE,2019,425000,3000,Petrol,Individual,Manual,First Owner,-1.3554352775275114,1.401996510215863,-0.1367843786241584
2658,Maruti Alto LXi,2006,150000,75118,Petrol,Individual,Manual,Second Owner,0.1908761867178125,-1.682330211548937,-0.6121664343161475
2659,Maruti Ritz LDi,2013,290000,140000,Diesel,Individual,Manual,Second Owner,1.582037622464299,-0.0215388998294292,-0.3701537514184076
2660,Hyundai Xcent 1.2 Kappa Base,2014,335000,60000,Petrol,Individual,Manual,Second Owner,-0.1332750198666852,0.2157170018447861,-0.2923639604869912
2661,Chevrolet Optra 1.6,2006,120000,79000,Petrol,Dealer,Manual,Fourth & Above Owner,0.2741117326869235,-1.682330211548937,-0.6640262949370918
2662,Ford Ikon 1.6 ZXI NXt,2005,20000,25000,Petrol,Individual,Manual,Second Owner,-0.8837243008864907,-1.919586113223152,-0.8368924970069059
2663,Hyundai Getz GLS,2005,250000,70000,Petrol,Individual,Manual,First Owner,0.0811390604246878,-1.919586113223152,-0.4393002322463333
2664,Hyundai Santro Xing GL Plus,2008,120000,41723,Petrol,Individual,Manual,Second Owner,-0.5251596344152276,-1.207818408200506,-0.6640262949370918
2665,Maruti SX4 Vxi BSIV,2010,250000,70000,Petrol,Individual,Manual,First Owner,0.0811390604246878,-0.7333066048520753,-0.4393002322463333
2666,Tata Indigo LS,2012,220000,70000,Diesel,Individual,Manual,Second Owner,0.0811390604246878,-0.2587948015036446,-0.4911600928672776
2667,Ford Ikon 1.3 Flair,2005,61000,4637,Petrol,Individual,Manual,Second Owner,-1.3203356925838137,-1.919586113223152,-0.7660173541582821
2668,Maruti Swift VDI BSIV,2016,620000,70000,Diesel,Individual,Manual,First Owner,0.0811390604246878,0.6902288051932168,0.2003047154119792
2669,Maruti Swift Dzire LDIX Limited Edition,2014,425000,100000,Diesel,Individual,Manual,Second Owner,0.7243813012988068,0.2157170018447861,-0.1367843786241584
2670,Tata Indica Vista Aqua 1.3 Quadrajet,2009,85000,120000,Diesel,Individual,Manual,Second Owner,1.153209461881553,-0.9705625065262908,-0.7245294656615268
2671,Maruti Swift 1.3 DLX,2015,270000,40000,Diesel,Individual,Manual,Second Owner,-0.5621031804494312,0.4529729035190014,-0.4047269918323704
2672,Maruti Swift Vdi BSIII,2009,180000,220000,Diesel,Individual,Manual,First Owner,3.2973502647952837,-0.9705625065262908,-0.5603065736952032
2673,Renault KWID 1.0 RXT Optional,2018,300000,20000,Petrol,Individual,Manual,First Owner,-0.9909313410321772,1.1647406085416476,-0.3528671312114262
2674,Ford EcoSport 1.5 Petrol Titanium BSIV,2017,800000,19000,Petrol,Individual,Manual,First Owner,-1.0123727490613146,0.927484706867432,0.5114638791376448
2675,Fiat Grande Punto Active (Diesel),2009,125000,95000,Diesel,Individual,Manual,Second Owner,0.6171742611531204,-0.9705625065262908,-0.655382984833601
2676,Mahindra KUV 100 mFALCON G80 K2,2017,450000,30000,Petrol,Individual,Manual,First Owner,-0.7765172607408042,0.927484706867432,-0.0935678281067048
2677,Tata New Safari DICOR 2.2 VX 4x4,2012,450000,42655,Diesel,Individual,Manual,First Owner,-0.5051762421320717,-0.2587948015036446,-0.0935678281067048
2678,Renault KWID 1.0 RXL,2017,250000,43000,Petrol,Individual,Manual,Second Owner,-0.4977789563620193,0.927484706867432,-0.4393002322463333
2679,Toyota Innova 2.5 VX 8 STR BSIV,2012,725000,70000,Diesel,Individual,Manual,First Owner,0.0811390604246878,-0.2587948015036446,0.3818142275852842
